gid;hora;mes;n;ubicacion;cruce;ubicacion_;nucleo;alcoholemi;gravedad;herido_hos;herido_h_1;fallecidos;alcance;atropello;caida;choque;colision;marcha_atr;salida_de_;sin_clasif;vuelco;autor_desc;n_vehÍc;turismo;furgon;camion;autobus;motociclet;ciclomotor;bicicleta;vmp;peaton;animal;otros;dia_semana;aÑo;fecha;HORARIO_SOL_AMANECER;HORARIO_SOL_OCASO;coord_x;coord_y
"609";14:00;ABRIL;"6";CL LONDRES;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/04/01;07:34:00;20:13:00;2.4653716521;39.5103172597
"610";07:15;ABRIL;"64";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/04/02;07:32:00;20:14:00;2.4755083728;39.5126727797
"611";16:40;ABRIL;"2";CL GERMANS MONTCADA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/04/02;07:32:00;20:14:00;2.5368305443;39.5221196301
"612";16:45;ABRIL;"2";CL GERMANS MONTCADA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/04/02;07:32:00;20:14:00;2.5367642500;39.5220664466
"613";10:10;ABRIL;"37";CR ANDRATX;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/04/04;07:29:00;20:16:00;2.5950077171;39.5448590120
"614";19:15;ABRIL;"175";CL BELLA VISTA;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/04/04;07:29:00;20:16:00;2.4670280137;39.5283080729
"616";14:45;ABRIL;;AV SANTA PONSA;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/05;07:27:00;20:17:00;2.4906784836;39.5147226386
"615";19:15;ABRIL;"1";AV SON CALIU;FALSO;;PALMANOVA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/05;07:27:00;20:17:00;2.5443529516;39.5281311510
"617";17:50;ABRIL;"7";AV PLATJA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/04/06;07:26:00;20:18:00;2.5389910736;39.5256869240
"618";19:00;ABRIL;"4";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/04/08;07:23:00;20:20:00;2.4826005305;39.5182555367
"619";13:30;ABRIL;"50";VI CREU;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/04/08;07:23:00;20:20:00;2.4695279694;39.5112698599
"620";12:30;ABRIL;;PASSEIG CALVIA;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/04/10;07:20:00;20:22:00;2.4855599054;39.4906155828
"621";12:20;ABRIL;;CR MAGALUF-S.PONSA;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/04/10;07:20:00;20:22:00;2.4762879930;39.4940105552
"622";17:37;ABRIL;"43";PS ILLETES;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/04/13;07:15:00;20:25:00;2.5908712880;39.5387950019
"623";14:20;ABRIL;"4";CL LLEO;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/04/16;07:11:00;20:28:00;2.5400289099;39.5277509720
"624";19:40;ABRIL;"25";GV EIVISSA;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/04/17;07:09:00;20:29:00;2.4571475202;39.5050292600
"625";19:25;ABRIL;"2";CL HUGUET DES FAR;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/04/18;07:08:00;20:30:00;2.4722546515;39.5203949802
"626";15:30;ABRIL;"108";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;2;"2021";2021/04/19;07:06:00;20:31:00;2.4850050226;39.5162556459
"627";14:00;ABRIL;"28";AV ROSSEGADA;FALSO;;BENDINAT;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;2;"2021";2021/04/19;07:06:00;20:31:00;2.5817813534;39.5331520289
"628";15:40;ABRIL;"23";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/19;07:06:00;20:31:00;2.4870335605;39.5197166844
"629";10:00;ABRIL;"54";GV PENYES ROTGES;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/19;07:06:00;20:31:00;2.4707689976;39.4960862874
"630";12:30;ABRIL;"11";CL ALACANT;FALSO;;SON BUGADELLES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/19;07:06:00;20:31:00;2.5045909927;39.5270039026
"631";08:20;ABRIL;;PZ JARDI;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/04/21;07:03:00;20:33:00;2.4899881244;39.5179349932
"632";13:35;ABRIL;"61";CL GERMANS PINZONS;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/04/21;07:03:00;20:33:00;2.5335646671;39.5174891746
"633";15:30;ABRIL;;CL JACINTO BENAVENTE;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/04/21;07:03:00;20:33:00;2.4620023983;39.5325292110
"634";14:00;ABRIL;"1";CL JULIA VICENT;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/04/24;06:59:00;20:36:00;2.5798289862;39.5375244764
"635";08:30;ABRIL;;CL PUTXET;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/04/24;06:59:00;20:36:00;2.4536483487;39.5405762493
"636";17:10;ABRIL;;CM PORRASSA;VERDADERO;PASSEIG CALVIA;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/04/26;06:57:00;20:38:00;2.5236398717;39.5054171692
"637";15:05;ABRIL;;CR ANDRATX;VERDADERO;PZ CONQUESTA;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/04/27;06:55:00;20:39:00;2.5948859759;39.5467920632
"638";11:30;ABRIL;"12";CL COMA;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/04/28;06:54:00;20:40:00;2.4686388305;39.5277310086
"639";15:10;ABRIL;"1";CL SARAGOSSA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/04/30;06:51:00;20:42:00;2.5474774579;39.5290186420
"640";12:40;MAYO;"18";AV CAS SABONERS;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/03;06:48:00;20:45:00;2.5321435391;39.5168316965
"641";18:55;MAYO;;CL CHOPIN;VERDADERO;CL GEORGE SAND;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"5";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/05/04;06:47:00;20:46:00;2.4732161812;39.4970974168
"642";19:40;MAYO;"76";CL MILANA (S.FERRER);FALSO;;SON FERRER;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/05;06:45:00;20:47:00;2.5032149474;39.4990019807
"643";06:45;MAYO;"43";CL ALACANT;FALSO;;SON BUGADELLES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/05;06:45:00;20:47:00;2.5082018097;39.5289378312
"644";18:55;MAYO;"14";CL GRAN VIA;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/05/06;06:44:00;20:48:00;2.4810099240;39.4904776058
"645";16:00;MAYO;;CR MAGALUF-S.PONSA;FALSO;;EL TORO;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/07;06:43:00;20:49:00;2.4780774174;39.4934630143
"646";16:30;MAYO;"69";PS ILLETES;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/07;06:43:00;20:49:00;2.5893833461;39.5360336604
"647";13:50;MAYO;;GV PUIG DEL TEIX;VERDADERO;CL RIU SIL;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/07;06:43:00;20:49:00;2.4878553131;39.5185711075
"648";13:30;MAYO;;CL MAR MEDITERRANIA;VERDADERO;CL COLOMER;SON BUGADELLES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/07;06:43:00;20:49:00;2.5044539653;39.5291278226
"649";16:00;MAYO;;CR CALA FIGUERA;FALSO;;SA PORRASSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/07;06:43:00;20:49:00;2.5176869754;39.5032450771
"650";16:40;MAYO;"23";CL MIGUEL DE CERVANT;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/08;06:42:00;20:50:00;2.5672017235;39.5341177630
"651";16:50;MAYO;"18";CL GUILLEM DE MONTCA;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"2";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;7;"2021";2021/05/08;06:42:00;20:50:00;2.4861199323;39.5235528078
"652";12:00;MAYO;"51";AV MAR;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/08;06:42:00;20:50:00;2.4742950874;39.5249668900
"653";16:55;MAYO;"110";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;2;"2021";2021/05/10;06:40:00;20:52:00;2.4850779332;39.5163324971
"654";01:05;MAYO;"3";CR ANDRATX;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/10;06:40:00;20:52:00;2.5968001964;39.5481660456
"655";09:05;MAYO;;CL MAR MEDITERRANIA;VERDADERO;CL MAGDALENA;SON BUGADELLES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/10;06:40:00;20:52:00;2.5067445236;39.5303138107
"656";09:30;MAYO;;CR CALA FIGUERA;VERDADERO;CL BLANC;SA PORRASSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/10;06:40:00;20:52:00;2.5186305812;39.5116680512
"657";18:30;MAYO;"24";AV PERE VAQUER;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/05/11;06:39:00;20:53:00;2.5365522134;39.5120412373
"658";18:00;MAYO;;CR PORTALS VELLS;FALSO;;PORTALS VELLS;NEGATIVO;HERIDO_HOSP+24;"0";"1";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/12;06:38:00;20:54:00;2.5193355115;39.4717064302
"659";18:02;MAYO;;CR CALVIA-CAPDELLA;VERDADERO;CL MOFARES;CALVIA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/12;06:38:00;20:54:00;2.4987125500;39.5660802848
"660";13:05;MAYO;"16";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/05/13;06:37:00;20:55:00;2.4646577529;39.5056262249
"661";14:30;MAYO;"24";CR ANDRATX;FALSO;;PORTALS NOUS;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/14;06:36:00;20:56:00;2.5738035665;39.5354338475
"662";15:10;MAYO;"24";AV NEPTUNO;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/14;06:36:00;20:56:00;2.4837515877;39.4887419288
"663";12:18;MAYO;"18";CL TALAIA;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/15;06:35:00;20:57:00;2.4461201279;39.5396828219
"664";17:30;MAYO;;CM SON PILLO;FALSO;;CALVIA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/15;06:35:00;20:57:00;2.4975297491;39.5431566453
"665";11:00;MAYO;"13";CL MESTRE NICOLAU;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/05/16;06:34:00;20:58:00;2.5390719576;39.5248487619
"666";18:10;MAYO;"2";CL ILLES BALEARS;FALSO;;SON BUGADELLES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/17;06:33:00;20:59:00;2.5016259011;39.5289906345
"667";07:00;MAYO;"38";PS MAR;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/17;06:33:00;20:59:00;2.5372143250;39.5208904925
"668";12:25;MAYO;"4";CL PINZONS;VERDADERO;CL MARE NOSTRUM;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/19;06:32:00;21:01:00;2.5363325794;39.5152620063
"669";19:20;MAYO;"4";CM PORRASSA;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/05/20;06:31:00;21:01:00;2.5305981288;39.5055458859
"670";10:10;MAYO;;GV PENYES ROTGES;VERDADERO;CL PUIG DE LA SIRVI;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/05/20;06:31:00;21:01:00;2.4759797713;39.4943028888
